QueryIDs	chembl_id	molregno	PubChem_ID	DrugBank_ID	Drug_Name	MOA	Action_Type	First_Approval	ChEMBL_TID	TID	UniProt_ID	Desc	Organism	Mesh_Indication	hgnc_symbol	module
P05108	NA	NA	NA	NA	MITOTANE	Cytochrome P450 11A1 inhibitor	INHIBITOR	1970	CHEMBL2033	32	P05108	Cholesterol side-chain cleavage enzyme, mitochondrial	Homo sapiens	D000306: Adrenal Cortex Neoplasms,D002277: Carcinoma,D009369: Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant	CYP11A1	M4
Q13936	NA	NA	NA	NA	GABAPENTIN	Voltage-gated calcium channel modulator	MODULATOR	1993	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000022: Abortion, Spontaneous,D000070636: Rotator Cuff Injuries,D000428: Alcohol Drinking,D000437: Alcoholism,D000505: Alopecia,D000755: Anemia, Sickle Cell,D001007: Anxiety,D001749: Urinary Bladder Neoplasms,D001943: Breast Neoplasms,D002189: Marijuana Abuse,D002349: Carpal Tunnel Syndrome,D002659: Child Development Disorders, Pervasive,D003693: Delirium,D003704: Dementia,D003866: Depressive Disorder,D003929: Diabetic Neuropathies,D004415: Dyspepsia,D004827: Epilepsy,D004828: Epilepsies, Partial,D005356: Fibromyalgia,D006258: Head and Neck Neoplasms,D006562: Herpes Zoster,D006939: Hyperemesis Gravidarum,D007319: Sleep Initiation and Maintenance Disorders,D007405: Intervertebral Disc Displacement,D008103: Liver Cirrhosis,D009103: Multiple Sclerosis,D009293: Opioid-Related Disorders,D009369: Neoplasms,D009437: Neuralgia,D009959: Oropharyngeal Neoplasms,D010145: Paget Disease, Extramammary,D010146: Pain,D011183: Postoperative Complications,D011537: Pruritus,D011618: Psychotic Disorders,D012559: Schizophrenia,D012600: Scoliosis,D012640: Seizures,D013375: Substance Withdrawal Syndrome,D014012: Tinnitus,D014029: Tobacco Use Disorder,D014202: Tremor,D014839: Vomiting,D014947: Wounds and Injuries,D017116: Low Back Pain,D019584: Hot Flashes,D019966: Substance-Related Disorders,D020250: Postoperative Nausea and Vomiting,D047928: Premature Birth,D052016: Mucositis,D053713: Azoospermia,D055959: Intervertebral Disc Degeneration,D056887: Pelvic Organ Prolapse,D059350: Chronic Pain,D064129: Prostatic Neoplasms, Castration-Resistant	CACNA1C	M4
Q13936	NA	NA	NA	NA	PREGABALIN	Voltage-gated calcium channel modulator	MODULATOR	2004	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000437: Alcoholism,D001007: Anxiety,D001943: Breast Neoplasms,D002189: Marijuana Abuse,D002294: Carcinoma, Squamous Cell,D003371: Cough,D003704: Dementia,D003866: Depressive Disorder,D003920: Diabetes Mellitus,D003929: Diabetic Neuropathies,D004827: Epilepsy,D004828: Epilepsies, Partial,D004830: Epilepsy, Tonic-Clonic,D005356: Fibromyalgia,D006562: Herpes Zoster,D007319: Sleep Initiation and Maintenance Disorders,D008881: Migraine Disorders,D009120: Muscle Cramp,D009293: Opioid-Related Disorders,D009325: Nausea,D009437: Neuralgia,D009497: Neurotic Disorders,D009959: Oropharyngeal Neoplasms,D010003: Osteoarthritis,D010146: Pain,D010523: Peripheral Nervous System Diseases,D011247: Pregnancy,D011472: Prostatitis,D011537: Pruritus,D011843: Radiculopathy,D012030: Refractive Errors,D012148: Restless Legs Syndrome,D012559: Schizophrenia,D012640: Seizures,D014029: Tobacco Use Disorder,D015352: Dry Eye Syndromes,D017029: Epilepsy, Complex Partial,D020329: Essential Tremor,D020422: Mononeuropathies,D020918: Complex Regional Pain Syndromes,D043183: Irritable Bowel Syndrome,D050500: Pancreatitis, Chronic,D050723: Fractures, Bone,D053201: Urinary Bladder, Overactive,D055959: Intervertebral Disc Degeneration,D059350: Chronic Pain	CACNA1C	M4
Q13936	NA	NA	NA	NA	VERAPAMIL HYDROCHLORIDE	Voltage-gated L-type calcium channel blocker	BLOCKER	1981	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D001281: Atrial Fibrillation,D002318: Cardiovascular Diseases,D006333: Heart Failure,D006689: Hodgkin Disease,D006973: Hypertension	CACNA1C	M4
Q13936	NA	NA	NA	NA	NIMODIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	1988	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases,D002532: Intracranial Aneurysm,D002561: Cerebrovascular Disorders,D007246: Infertility,D009442: Neurilemmoma,D012559: Schizophrenia,D013345: Subarachnoid Hemorrhage,D019970: Cocaine-Related Disorders,D020521: Stroke	CACNA1C	M4
Q13936	NA	NA	NA	NA	FELODIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	1991	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases,D003327: Coronary Disease,D003924: Diabetes Mellitus, Type 2,D006937: Hypercholesterolemia,D006973: Hypertension,D050197: Atherosclerosis	CACNA1C	M4
Q13936	NA	NA	NA	NA	SULOCTIDIL	Voltage-gated calcium channel blocker	BLOCKER	1979	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases	CACNA1C	M4
Q13936	NA	NA	NA	NA	NIFEDIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	1981	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000312: Adrenal Hyperplasia, Congenital,D002318: Cardiovascular Diseases,D003928: Diabetic Nephropathies,D004828: Epilepsies, Partial,D005401: Fissure in Ano,D006973: Hypertension,D006976: Hypertension, Pulmonary,D007669: Kidney Calculi,D010923: Placenta Previa,D011507: Proteinuria,D011928: Raynaud Disease,D017202: Myocardial Ischemia,D019966: Substance-Related Disorders,D047928: Premature Birth,D051436: Renal Insufficiency, Chronic	CACNA1C	M4
Q13936	NA	NA	NA	NA	ISRADIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	1990	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D001714: Bipolar Disorder,D002318: Cardiovascular Diseases,D006973: Hypertension,D009293: Opioid-Related Disorders,D010300: Parkinson Disease,D014029: Tobacco Use Disorder,D016540: Smoking Cessation,D019966: Substance-Related Disorders	CACNA1C	M4
Q13936	NA	NA	NA	NA	DILTIAZEM HYDROCHLORIDE	Voltage-gated L-type calcium channel blocker	BLOCKER	1982	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000787: Angina Pectoris,D001281: Atrial Fibrillation,D003248: Constipation,D005401: Fissure in Ano,D006333: Heart Failure,D006973: Hypertension,D012871: Skin Diseases,D015658: HIV Infections,D060050: Angina, Stable	CACNA1C	M4
Q13936	NA	NA	NA	NA	TERODILINE HYDROCHLORIDE	Voltage-gated calcium channel blocker	BLOCKER	1986	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	NA	CACNA1C	M4
Q13936	NA	NA	NA	NA	NISOLDIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	1995	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases	CACNA1C	M4
Q13936	NA	NA	NA	NA	NICARDIPINE HYDROCHLORIDE	Voltage-gated L-type calcium channel blocker	BLOCKER	1988	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases,D002543: Cerebral Hemorrhage,D006973: Hypertension,D020301: Vasospasm, Intracranial	CACNA1C	M4
Q13936	NA	NA	NA	NA	BEPRIDIL HYDROCHLORIDE	Voltage-gated calcium channel blocker	BLOCKER	1990	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	NA	CACNA1C	M4
Q13936	NA	NA	NA	NA	AMLODIPINE BESYLATE	Voltage-gated L-type calcium channel blocker	BLOCKER	1992	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000075222: Essential Hypertension,D000787: Angina Pectoris,D000788: Angina Pectoris, Variant,D003324: Coronary Artery Disease,D006333: Heart Failure,D006937: Hypercholesterolemia,D006938: Hyperlipoproteinemia Type II,D006949: Hyperlipidemias,D006973: Hypertension,D007863: Lecithin Cholesterol Acyltransferase Deficiency,D009203: Myocardial Infarction,D011507: Proteinuria,D020521: Stroke,D060050: Angina, Stable	CACNA1C	M4
Q13936	NA	NA	NA	NA	DILTIAZEM MALATE	Voltage-gated L-type calcium channel blocker	BLOCKER	1996	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	NA	CACNA1C	M4
Q13936	NA	NA	NA	NA	AMLODIPINE MALEATE	Voltage-gated L-type calcium channel blocker	BLOCKER	2003	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	NA	CACNA1C	M4
Q13936	NA	NA	NA	NA	DRONEDARONE HYDROCHLORIDE	Voltage-gated L-type calcium channel blocker	BLOCKER	2009	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D001281: Atrial Fibrillation	CACNA1C	M4
Q13936	NA	NA	NA	NA	CLEVIDIPINE	Voltage-gated L-type calcium channel blocker	BLOCKER	2008	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D002318: Cardiovascular Diseases,D006973: Hypertension,D006974: Hypertension, Malignant,D012600: Scoliosis,D014652: Vascular Diseases	CACNA1C	M4
Q13936	NA	NA	NA	NA	GABAPENTIN ENACARBIL	Voltage-gated calcium channel modulator	MODULATOR	2011	CHEMBL2363032	105734	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D000437: Alcoholism,D003929: Diabetic Neuropathies,D004827: Epilepsy,D007674: Kidney Diseases,D008881: Migraine Disorders,D012148: Restless Legs Syndrome,D051474: Neuralgia, Postherpetic	CACNA1C	M4
Q13936	NA	NA	NA	NA	AMLODIPINE BENZOATE	Voltage-gated L-type calcium channel blocker	BLOCKER	2019	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D006973: Hypertension	CACNA1C	M4
Q13936	NA	NA	NA	NA	LEVAMLODIPINE MALEATE	Voltage-gated L-type calcium channel blocker	BLOCKER	2019	CHEMBL2095229	104801	Q13936	Voltage-dependent L-type calcium channel subunit alpha-1C	Homo sapiens	D006973: Hypertension	CACNA1C	M4
P27338	NA	NA	NA	NA	SAFINAMIDE MESYLATE	Monoamine oxidase B inhibitor	INHIBITOR	2017	CHEMBL2039	104	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D010300: Parkinson Disease	MAOB	M4
P27338	NA	NA	NA	NA	SELEGILINE	Monoamine oxidase B inhibitor	INHIBITOR	1989	CHEMBL2039	104	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D001883: Borderline Personality Disorder,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D010300: Parkinson Disease,D011471: Prostatic Neoplasms,D012559: Schizophrenia,D014029: Tobacco Use Disorder,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders	MAOB	M4
P27338	NA	NA	NA	NA	SAFINAMIDE	Monoamine oxidase B inhibitor	INHIBITOR	2017	CHEMBL2039	104	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D007674: Kidney Diseases,D008107: Liver Diseases,D010300: Parkinson Disease,D019578: Multiple System Atrophy	MAOB	M4
P27338	NA	NA	NA	NA	PARGYLINE HYDROCHLORIDE	Monoamine oxidase inhibitor	INHIBITOR	1982	CHEMBL2095205	104789	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	NA	MAOB	M4
P27338	NA	NA	NA	NA	PHENELZINE SULFATE	Monoamine oxidase inhibitor	INHIBITOR	1961	CHEMBL2095205	104789	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D001943: Breast Neoplasms,D011471: Prostatic Neoplasms	MAOB	M4
P27338	NA	NA	NA	NA	SELEGILINE HYDROCHLORIDE	Monoamine oxidase B inhibitor	INHIBITOR	1989	CHEMBL2039	104	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D000544: Alzheimer Disease,D002189: Marijuana Abuse	MAOB	M4
P27338	NA	NA	NA	NA	RASAGILINE MESYLATE	Monoamine oxidase B inhibitor	INHIBITOR	2006	CHEMBL2039	104	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D010300: Parkinson Disease,D019578: Multiple System Atrophy	MAOB	M4
P27338	NA	NA	NA	NA	ISOCARBOXAZID	Monoamine oxidase inhibitor	INHIBITOR	1959	CHEMBL2095205	104789	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	D000544: Alzheimer Disease,D003866: Depressive Disorder	MAOB	M4
P27338	NA	NA	NA	NA	TRANYLCYPROMINE SULFATE	Monoamine oxidase inhibitor	INHIBITOR	1961	CHEMBL2095205	104789	P27338	Amine oxidase [flavin-containing] B	Homo sapiens	NA	MAOB	M4
Q9BY41	NA	NA	NA	NA	ROMIDEPSIN	Histone deacetylase inhibitor	INHIBITOR	2009	CHEMBL2093865	104681	Q9BY41	Histone deacetylase 8	Homo sapiens	D001254: Astrocytoma,D001749: Urinary Bladder Neoplasms,D002289: Carcinoma, Non-Small-Cell Lung,D006689: Hodgkin Disease,D007119: Immunoblastic Lymphadenopathy,D007938: Leukemia,D008080: Liposarcoma,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008228: Lymphoma, Non-Hodgkin,D008545: Melanoma,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009369: Neoplasms,D009837: Oligodendroglioma,D010051: Ovarian Neoplasms,D010190: Pancreatic Neoplasms,D012751: Sezary Syndrome,D013274: Stomach Neoplasms,D013964: Thyroid Neoplasms,D014523: Urethral Neoplasms,D015179: Colorectal Neoplasms,D015451: Leukemia, Lymphocytic, Chronic, B-Cell,D015473: Leukemia, Promyelocytic, Acute,D015658: HIV Infections,D016403: Lymphoma, Large B-Cell, Diffuse,D016410: Lymphoma, T-Cell, Cutaneous,D016411: Lymphoma, T-Cell, Peripheral,D018263: Adenocarcinoma, Follicular,D018316: Gliosarcoma,D018567: Breast Neoplasms, Male,D020522: Lymphoma, Mantle-Cell,D021441: Carcinoma, Pancreatic Ductal,D055752: Small Cell Lung Carcinoma,D058922: Inflammatory Breast Neoplasms,D064129: Prostatic Neoplasms, Castration-Resistant,D064726: Triple Negative Breast Neoplasms	HDAC8	M4
Q9BY41	NA	NA	NA	NA	BELINOSTAT	Histone deacetylase inhibitor	INHIBITOR	2014	CHEMBL2093865	104681	Q9BY41	Histone deacetylase 8	Homo sapiens	D000230: Adenocarcinoma,D001752: Blast Crisis,D002051: Burkitt Lymphoma,D002277: Carcinoma,D002289: Carcinoma, Non-Small-Cell Lung,D005185: Fallopian Tube Neoplasms,D005909: Glioblastoma,D006528: Carcinoma, Hepatocellular,D006689: Hodgkin Disease,D008223: Lymphoma,D008224: Lymphoma, Follicular,D008654: Mesothelioma,D009101: Multiple Myeloma,D009182: Mycosis Fungoides,D009190: Myelodysplastic Syndromes,D009369: Neoplasms,D010534: Peritoneal Neoplasms,D012509: Sarcoma,D013945: Thymoma,D015459: Leukemia-Lymphoma, Adult T-Cell,D015470: Leukemia, Myeloid, Acute,D016403: Lymphoma, Large B-Cell, Diffuse,D016410: Lymphoma, T-Cell, Cutaneous,D016411: Lymphoma, T-Cell, Peripheral,D017728: Lymphoma, Large-Cell, Anaplastic,D018269: Carcinoma, Endometrioid,D018293: Cystadenoma, Serous,D019337: Hematologic Neoplasms,D020522: Lymphoma, Mantle-Cell,D055752: Small Cell Lung Carcinoma	HDAC8	M4
Q9BY41	NA	NA	NA	NA	PANOBINOSTAT LACTATE	Histone deacetylase inhibitor	INHIBITOR	2015	CHEMBL2093865	104681	Q9BY41	Histone deacetylase 8	Homo sapiens	D009101: Multiple Myeloma	HDAC8	M4
P28223	NA	NA	NA	NA	CLOZAPINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1989	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D001714: Bipolar Disorder,D002658: Developmental Disabilities,D003704: Dementia,D003866: Depressive Disorder,D008607: Intellectual Disability,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	HALOPERIDOL	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1967	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000374: Aggression,D000544: Alzheimer Disease,D001007: Anxiety,D001714: Bipolar Disorder,D003693: Delirium,D003704: Dementia,D003866: Depressive Disorder,D005879: Tourette Syndrome,D006816: Huntington Disease,D009325: Nausea,D011183: Postoperative Complications,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D014029: Tobacco Use Disorder,D019955: Conduct Disorder,D019964: Mood Disorders,D019969: Amphetamine-Related Disorders,D020323: Tics	HTR2A	M4
P28223	NA	NA	NA	NA	THIORIDAZINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1962	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia,D015470: Leukemia, Myeloid, Acute	HTR2A	M4
P28223	NA	NA	NA	NA	CHLORPROMAZINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1957	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D003693: Delirium,D005909: Glioblastoma,D009357: Neonatal Abstinence Syndrome,D011618: Psychotic Disorders,D012559: Schizophrenia,D045169: Severe Acute Respiratory Syndrome	HTR2A	M4
P28223	NA	NA	NA	NA	RISPERIDONE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1993	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000374: Aggression,D000544: Alzheimer Disease,D001007: Anxiety,D001321: Autistic Disorder,D001714: Bipolar Disorder,D002658: Developmental Disabilities,D002659: Child Development Disorders, Pervasive,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D004409: Dyskinesia, Drug-Induced,D005879: Tourette Syndrome,D006816: Huntington Disease,D007863: Lecithin Cholesterol Acyltransferase Deficiency,D008607: Intellectual Disability,D009293: Opioid-Related Disorders,D011618: Psychotic Disorders,D012559: Schizophrenia,D012569: Schizotypal Personality Disorder,D013313: Stress Disorders, Post-Traumatic,D015140: Dementia, Vascular,D015518: Rett Syndrome,D019955: Conduct Disorder,D019958: Attention Deficit and Disruptive Behavior Disorders,D019966: Substance-Related Disorders,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D020817: Asperger Syndrome,D065886: Neurodevelopmental Disorders	HTR2A	M4
P28223	NA	NA	NA	NA	ILOPERIDONE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2009	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D008107: Liver Diseases,D011618: Psychotic Disorders,D012559: Schizophrenia,D013313: Stress Disorders, Post-Traumatic	HTR2A	M4
P28223	NA	NA	NA	NA	MIRTAZAPINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1996	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000437: Alcoholism,D000855: Anorexia,D001007: Anxiety,D002100: Cachexia,D002659: Child Development Disorders, Pervasive,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D005356: Fibromyalgia,D006556: Heroin Dependence,D009325: Nausea,D012559: Schizophrenia,D015431: Weight Loss,D019966: Substance-Related Disorders,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D020181: Sleep Apnea, Obstructive,D020250: Postoperative Nausea and Vomiting	HTR2A	M4
P28223	NA	NA	NA	NA	OLANZAPINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1996	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000437: Alcoholism,D000690: Amyotrophic Lateral Sclerosis,D000856: Anorexia Nervosa,D001007: Anxiety,D001068: Feeding and Eating Disorders,D001321: Autistic Disorder,D001714: Bipolar Disorder,D001883: Borderline Personality Disorder,D002658: Developmental Disabilities,D003693: Delirium,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D004409: Dyskinesia, Drug-Induced,D005715: Gambling,D006816: Huntington Disease,D007863: Lecithin Cholesterol Acyltransferase Deficiency,D008607: Intellectual Disability,D009325: Nausea,D009369: Neoplasms,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D014839: Vomiting,D015430: Weight Gain,D015431: Weight Loss,D019964: Mood Disorders,D020250: Postoperative Nausea and Vomiting,D061218: Depressive Disorder, Treatment-Resistant	HTR2A	M4
P28223	NA	NA	NA	NA	LOXAPINE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1975	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D001249: Asthma,D008881: Migraine Disorders,D009437: Neuralgia,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D014029: Tobacco Use Disorder,D029424: Pulmonary Disease, Chronic Obstructive	HTR2A	M4
P28223	NA	NA	NA	NA	CHLORPROTHIXENE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1967	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	DROPERIDOL	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1970	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D010146: Pain,D011618: Psychotic Disorders	HTR2A	M4
P28223	NA	NA	NA	NA	ARIPIPRAZOLE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2002	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000374: Aggression,D000437: Alcoholism,D000544: Alzheimer Disease,D000856: Anorexia Nervosa,D001007: Anxiety,D001289: Attention Deficit Disorder with Hyperactivity,D001321: Autistic Disorder,D001714: Bipolar Disorder,D002659: Child Development Disorders, Pervasive,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D005600: Fragile X Syndrome,D005879: Tourette Syndrome,D009771: Obsessive-Compulsive Disorder,D011595: Psychomotor Agitation,D011618: Psychotic Disorders,D012559: Schizophrenia,D013313: Stress Disorders, Post-Traumatic,D019052: Depression, Postpartum,D019969: Amphetamine-Related Disorders,D019970: Cocaine-Related Disorders,D020817: Asperger Syndrome	HTR2A	M4
P28223	NA	NA	NA	NA	THIOTHIXENE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1967	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D011618: Psychotic Disorders	HTR2A	M4
P28223	NA	NA	NA	NA	PIMOZIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1984	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D001007: Anxiety,D003704: Dementia,D003866: Depressive Disorder,D005879: Tourette Syndrome,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	AMISULPRIDE	Serotonin (5-HT) receptor antagonist	ANTAGONIST	2020	CHEMBL2096904	104841	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000856: Anorexia Nervosa,D001007: Anxiety,D001714: Bipolar Disorder,D003704: Dementia,D003865: Depressive Disorder, Major,D003866: Depressive Disorder,D009325: Nausea,D009771: Obsessive-Compulsive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia,D020250: Postoperative Nausea and Vomiting	HTR2A	M4
P28223	NA	NA	NA	NA	PALIPERIDONE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	2006	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D001007: Anxiety,D001321: Autistic Disorder,D001714: Bipolar Disorder,D003704: Dementia,D003866: Depressive Disorder,D009771: Obsessive-Compulsive Disorder,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	CHLORPROMAZINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1957	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	MOLINDONE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1974	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	PROMAZINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1956	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	NEFAZODONE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1994	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	CYCLOBENZAPRINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1977	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D002547: Cerebral Palsy,D008881: Migraine Disorders,D009128: Muscle Spasticity,D013035: Spasm,D013118: Spinal Cord Diseases,D063806: Myalgia	HTR2A	M4
P28223	NA	NA	NA	NA	TRAZODONE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1981	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D000690: Amyotrophic Lateral Sclerosis,D003865: Depressive Disorder, Major,D003866: Depressive Disorder	HTR2A	M4
P28223	NA	NA	NA	NA	THIORIDAZINE HYDROCHLORIDE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1962	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	TRIMIPRAMINE MALEATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1979	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
P28223	NA	NA	NA	NA	HALOPERIDOL DECANOATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1986	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	D003693: Delirium,D011618: Psychotic Disorders,D012559: Schizophrenia	HTR2A	M4
P28223	NA	NA	NA	NA	MESORIDAZINE BESYLATE	Serotonin 2a (5-HT2a) receptor antagonist	ANTAGONIST	1970	CHEMBL224	107	P28223	5-hydroxytryptamine receptor 2A	Homo sapiens	NA	HTR2A	M4
